"","receiver_id","receiver_player_name","Pos","posteam","complete_pass","yards_gained","G"
"1","00-0033288","G.Kittle","TE","SF",1,5,8
"2","00-0033288","G.Kittle","TE","SF",1,11,8
"3","00-0030564","D.Hopkins","WR","ARI",1,3,16
"4","00-0022921","L.Fitzgerald","WR","ARI",1,7,13
"5","00-0022921","L.Fitzgerald","WR","ARI",0,0,13
"6","00-0022921","L.Fitzgerald","WR","ARI",1,10,13
"7","00-0031687","R.Mostert","RB","SF",1,76,8
"8","00-0030564","D.Hopkins","WR","ARI",1,1,16
"9","00-0033118","K.Drake","RB","ARI",1,2,15
"10","00-0034775","C.Kirk","WR","ARI",0,0,14
"11","00-0031687","R.Mostert","RB","SF",1,5,8
"12","00-0033292","T.Taylor","WR","SF",0,0,12
"13","00-0034681","C.Edmonds","RB","ARI",1,10,16
"14","00-0033288","G.Kittle","TE","SF",1,14,8
"15","00-0031376","J.McKinnon","RB","SF",0,0,16
"16","00-0034775","C.Kirk","WR","ARI",0,0,14
"17","00-0022921","L.Fitzgerald","WR","ARI",1,8,13
"18","00-0033288","G.Kittle","TE","SF",1,14,8
"19","00-0030472","J.Reed","TE","SF",1,10,10
"20","00-0030564","D.Hopkins","WR","ARI",0,0,16
"21","00-0030564","D.Hopkins","WR","ARI",1,6,16
"22","00-0031558","M.Williams","TE","ARI",0,0,9
"23","00-0022921","L.Fitzgerald","WR","ARI",1,9,13
"24","00-0030564","D.Hopkins","WR","ARI",1,12,16
"25","00-0030564","D.Hopkins","WR","ARI",1,15,16
"26","00-0034681","C.Edmonds","RB","ARI",1,5,16
"27","00-0034681","C.Edmonds","RB","ARI",0,0,16
"28","00-0033307","K.Bourne","WR","SF",1,18,15
"29","00-0031376","J.McKinnon","RB","SF",0,0,16
"30","00-0034011","D.Arnold","TE","ARI",1,13,16
"31","00-0031558","M.Williams","TE","ARI",0,0,9
"32","00-0031376","J.McKinnon","RB","SF",1,9,16
"33","00-0031376","J.McKinnon","RB","SF",1,6,16
"34","00-0033288","G.Kittle","TE","SF",0,0,8
"35","00-0033292","T.Taylor","WR","SF",1,2,12
"36","00-0030564","D.Hopkins","WR","ARI",1,12,16
"37","00-0030564","D.Hopkins","WR","ARI",1,5,16
"38","00-0033118","K.Drake","RB","ARI",1,3,15
"39","00-0030564","D.Hopkins","WR","ARI",1,9,16
"40","00-0030564","D.Hopkins","WR","ARI",1,12,16
"41","00-0034775","C.Kirk","WR","ARI",0,0,14
"42","00-0033307","K.Bourne","WR","SF",0,0,15
"43","00-0034011","D.Arnold","TE","ARI",1,8,16
"44","00-0030564","D.Hopkins","WR","ARI",0,0,16
"45","00-0033307","K.Bourne","WR","SF",1,16,15
"46","00-0032058","T.Coleman","RB","SF",0,0,8
"47","00-0034681","C.Edmonds","RB","ARI",0,0,16
"48","00-0030564","D.Hopkins","WR","ARI",1,7,16
"49","00-0030564","D.Hopkins","WR","ARI",1,18,16
"50","00-0030564","D.Hopkins","WR","ARI",1,7,16
"51","00-0031687","R.Mostert","RB","SF",0,0,8
"52","00-0033307","K.Bourne","WR","SF",0,0,15
"53","00-0031376","J.McKinnon","RB","SF",1,5,16
"54","00-0034775","C.Kirk","WR","ARI",0,0,14
"55","00-0030564","D.Hopkins","WR","ARI",1,11,16
"56","00-0034775","C.Kirk","WR","ARI",1,0,14
"57","00-0034681","C.Edmonds","RB","ARI",1,4,16
"58","00-0030564","D.Hopkins","WR","ARI",1,33,16
"59","00-0031687","R.Mostert","RB","SF",1,5,8
"60","00-0032058","T.Coleman","RB","SF",1,6,8
"61","00-0030472","J.Reed","TE","SF",1,2,10
"62","00-0031687","R.Mostert","RB","SF",1,9,8
"63","00-0033307","K.Bourne","WR","SF",0,0,15
"64","00-0033292","T.Taylor","WR","SF",1,5,12
"65","00-0033292","T.Taylor","WR","SF",0,0,12
"66","00-0033292","T.Taylor","WR","SF",0,0,12
"67","00-0036277","Q.Cephus","WR","DET",0,0,13
"68","00-0027696","J.Graham","TE","CHI",0,0,16
"69","00-0031428","A.Robinson","WR","CHI",1,13,16
"70","00-0031428","A.Robinson","WR","CHI",1,12,16
"71","00-0027696","J.Graham","TE","CHI",0,0,16
"72","00-0027696","J.Graham","TE","CHI",0,0,16
"73","00-0026035","D.Amendola","WR","DET",0,0,14
"74","00-0036277","Q.Cephus","WR","DET",1,20,13
"75","00-0036277","Q.Cephus","WR","DET",0,0,13
"76","00-0036277","Q.Cephus","WR","DET",0,0,13
"77","00-0035685","D.Montgomery","RB","CHI",1,10,15
"78","00-0036309","D.Mooney","WR","CHI",1,19,16
"79","00-0031428","A.Robinson","WR","CHI",0,0,16
"80","00-0034353","A.Miller","WR","CHI",0,0,16
"81","00-0025394","A.Peterson","RB","DET",1,8,16
"82","00-0026035","D.Amendola","WR","DET",1,11,14
"83","00-0030578","C.Patterson","WR","CHI",1,12,16
"84","00-0031428","A.Robinson","WR","CHI",0,0,16
"85","00-0031428","A.Robinson","WR","CHI",0,0,16
"86","00-0035229","T.Hockenson","TE","DET",1,8,16
"87","00-0026035","D.Amendola","WR","DET",0,0,14
"88","00-0026035","D.Amendola","WR","DET",1,18,14
"89","00-0029293","M.Jones","WR","DET",0,0,16
"90","00-0029293","M.Jones","WR","DET",1,21,16
"91","00-0033572","J.Agnew","WR","DET",0,0,14
"92","00-0031428","A.Robinson","WR","CHI",1,22,16
"93","00-0036309","D.Mooney","WR","CHI",1,19,16
"94","00-0027696","J.Graham","TE","CHI",0,0,16
"95","00-0036290","C.Kmet","TE","CHI",0,0,16
"96","00-0029293","M.Jones","WR","DET",1,7,16
"97","00-0034353","A.Miller","WR","CHI",0,0,16
"98","00-0034426","J.Wims","WR","CHI",0,0,13
"99","00-0036275","D.Swift","RB","DET",1,7,13
"100","00-0035229","T.Hockenson","TE","DET",1,16,16
"101","00-0035229","T.Hockenson","TE","DET",1,24,16
"102","00-0026035","D.Amendola","WR","DET",1,15,14
"103","00-0036277","Q.Cephus","WR","DET",1,14,13
"104","00-0029293","M.Jones","WR","DET",1,16,16
"105","00-0035229","T.Hockenson","TE","DET",1,4,16
"106","00-0036309","D.Mooney","WR","CHI",1,0,16
"107","00-0025394","A.Peterson","RB","DET",1,9,16
"108","00-0029293","M.Jones","WR","DET",0,0,16
"109","00-0035685","D.Montgomery","RB","CHI",0,0,15
"110","00-0034353","A.Miller","WR","CHI",1,18,16
"111","00-0031428","A.Robinson","WR","CHI",1,22,16
"112","00-0030155","D.Harris","TE","CHI",0,0,15
"113","00-0031428","A.Robinson","WR","CHI",1,5,16
"114","00-0035685","D.Montgomery","RB","CHI",0,0,15
"115","00-0027696","J.Graham","TE","CHI",1,2,16
"116","00-0035229","T.Hockenson","TE","DET",1,4,16
"117","00-0036277","Q.Cephus","WR","DET",1,9,13
"118","00-0036277","Q.Cephus","WR","DET",0,0,13
"119","00-0036275","D.Swift","RB","DET",0,0,13
"120","00-0031428","A.Robinson","WR","CHI",0,0,16
"121","00-0025394","A.Peterson","RB","DET",1,4,16
"122","00-0036277","Q.Cephus","WR","DET",0,0,13
"123","00-0036275","D.Swift","RB","DET",1,5,13
"124","00-0027696","J.Graham","TE","CHI",1,7,16
"125","00-0034353","A.Miller","WR","CHI",1,18,16
"126","00-0034353","A.Miller","WR","CHI",1,13,16
"127","00-0027696","J.Graham","TE","CHI",1,16,16
"128","00-0034426","J.Wims","WR","CHI",1,1,13
"129","00-0029293","M.Jones","WR","DET",0,0,16
"130","00-0034353","A.Miller","WR","CHI",1,27,16
"131","00-0029293","M.Jones","WR","DET",1,11,16
"132","00-0036277","Q.Cephus","WR","DET",0,0,13
"133","00-0026035","D.Amendola","WR","DET",1,5,14
"134","00-0036275","D.Swift","RB","DET",1,3,13
"135","00-0036277","Q.Cephus","WR","DET",0,0,13
"136","00-0026035","D.Amendola","WR","DET",1,32,14
"137","00-0036275","D.Swift","RB","DET",0,0,13
"138","00-0029293","M.Jones","WR","DET",0,0,16
"139","00-0036232","H.Bryant","TE","CLE",1,5,15
"140","00-0034791","N.Chubb","RB","CLE",1,6,12
"141","00-0033923","K.Hunt","RB","CLE",0,0,16
"142","00-0036331","D.Duvernay","WR","BAL",1,12,16
"143","00-0034753","M.Andrews","TE","BAL",1,5,14
"144","00-0036232","H.Bryant","TE","CLE",0,0,15
"145","00-0031382","J.Landry","WR","CLE",1,16,15
"146","00-0032392","A.Hooper","TE","CLE",1,6,13
"147","00-0033885","D.Njoku","TE","CLE",1,1,13
"148","00-0035662","M.Brown","WR","BAL",1,47,16
"149","00-0031382","J.Landry","WR","CLE",1,8,15
"150","00-0031382","J.Landry","WR","CLE",0,0,15
"151","00-0031382","J.Landry","WR","CLE",1,13,15
"152","00-0032392","A.Hooper","TE","CLE",1,9,13
"153","00-0031235","O.Beckham","WR","CLE",1,1,7
"154","00-0031235","O.Beckham","WR","CLE",0,0,7
"155","00-0035703","M.Boykin","WR","BAL",1,25,16
"156","00-0035662","M.Brown","WR","BAL",1,21,16
"157","00-0035662","M.Brown","WR","BAL",1,4,16
"158","00-0030663","W.Snead","WR","BAL",1,16,13
"159","00-0031235","O.Beckham","WR","CLE",1,16,7
"160","00-0033885","D.Njoku","TE","CLE",1,28,13
"161","00-0033923","K.Hunt","RB","CLE",1,8,16
"162","00-0031235","O.Beckham","WR","CLE",0,0,7
"163","00-0030663","W.Snead","WR","BAL",1,20,13
"164","00-0035662","M.Brown","WR","BAL",1,13,16
"165","00-0035662","M.Brown","WR","BAL",1,16,16
"166","00-0034753","M.Andrews","TE","BAL",1,11,14
"167","00-0034753","M.Andrews","TE","BAL",0,0,14
"168","00-0035703","M.Boykin","WR","BAL",0,0,16
"169","00-0034753","M.Andrews","TE","BAL",1,9,14
"170","00-0031598","N.Boyle","TE","BAL",0,0,9
"171","00-0031235","O.Beckham","WR","CLE",0,0,7
"172","00-0033923","K.Hunt","RB","CLE",0,0,16
"173","00-0031235","O.Beckham","WR","CLE",0,0,7
"174","00-0031235","O.Beckham","WR","CLE",0,0,7
"175","00-0031598","N.Boyle","TE","BAL",1,4,9
"176","00-0034753","M.Andrews","TE","BAL",1,21,14
"177","00-0030663","W.Snead","WR","BAL",1,19,13
"178","00-0031382","J.Landry","WR","CLE",1,20,15
"179","00-0031235","O.Beckham","WR","CLE",1,5,7
"180","00-0033885","D.Njoku","TE","CLE",1,21,13
"181","00-0033923","K.Hunt","RB","CLE",1,3,16
"182","00-0033923","K.Hunt","RB","CLE",1,-2,16
"183","00-0034753","M.Andrews","TE","BAL",1,12,14
"184","00-0031598","N.Boyle","TE","BAL",1,-1,9
"185","00-0035662","M.Brown","WR","BAL",0,0,16
"186","00-0031382","J.Landry","WR","CLE",1,4,15
"187","00-0035703","M.Boykin","WR","BAL",1,2,16
"188","00-0033923","K.Hunt","RB","CLE",1,0,16
"189","00-0032977","R.Higgins","WR","CLE",1,9,13
"190","00-0035039","S.Carlson","TE","CLE",0,0,16
"191","00-0031235","O.Beckham","WR","CLE",0,0,7
"192","00-0035703","M.Boykin","WR","BAL",1,10,16
"193","00-0031235","O.Beckham","WR","CLE",0,0,7
"194","00-0030663","W.Snead","WR","BAL",1,9,13
"195","00-0030431","R.Woods","WR","LA",1,20,16
"196","00-0030431","R.Woods","WR","LA",1,31,16
"197","00-0030431","R.Woods","WR","LA",1,9,16
"198","00-0031544","A.Cooper","WR","DAL",1,9,16
"199","00-0033045","E.Elliott","RB","DAL",1,10,15
"200","00-0035261","T.Pollard","RB","DAL",0,0,16
"201","00-0030431","R.Woods","WR","LA",0,0,16
"202","00-0036414","C.Akers","RB","LA",1,4,13
"203","00-0033908","C.Kupp","WR","LA",1,8,15
"204","00-0033110","T.Higbee","TE","LA",1,4,15
"205","00-0030431","R.Woods","WR","LA",1,5,16
"206","00-0034764","M.Gallup","WR","DAL",1,24,16
"207","00-0035261","T.Pollard","RB","DAL",1,4,16
"208","00-0031544","A.Cooper","WR","DAL",1,5,16
"209","00-0036358","C.Lamb","WR","DAL",1,33,16
"210","00-0031544","A.Cooper","WR","DAL",1,6,16
"211","00-0033045","E.Elliott","RB","DAL",1,19,15
"212","00-0033895","G.Everett","TE","LA",0,0,16
"213","00-0033110","T.Higbee","TE","LA",1,21,15
"214","00-0033908","C.Kupp","WR","LA",1,11,15
"215","00-0033908","C.Kupp","WR","LA",0,0,15
"216","00-0036358","C.Lamb","WR","DAL",1,3,16
"217","00-0035261","T.Pollard","RB","DAL",1,18,16
"218","00-0033045","E.Elliott","RB","DAL",0,0,15
"219","00-0036358","C.Lamb","WR","DAL",0,0,16
"220","00-0031544","A.Cooper","WR","DAL",1,9,16
"221","00-0033658","B.Jarwin","TE","DAL",1,12,1
"222","00-0036358","C.Lamb","WR","DAL",1,12,16
"223","00-0034764","M.Gallup","WR","DAL",1,14,16
"224","00-0036358","C.Lamb","WR","DAL",1,9,16
"225","00-0034383","D.Schultz","TE","DAL",1,11,16
"226","00-0030431","R.Woods","WR","LA",1,10,16
"227","00-0033895","G.Everett","TE","LA",1,7,16
"228","00-0030431","R.Woods","WR","LA",1,30,16
"229","00-0033908","C.Kupp","WR","LA",1,6,15
"230","00-0033943","J.Reynolds","WR","LA",1,17,16
"231","00-0034764","M.Gallup","WR","DAL",1,12,16
"232","00-0031544","A.Cooper","WR","DAL",0,0,16
"233","00-0034764","M.Gallup","WR","DAL",0,0,16
"234","00-0033110","T.Higbee","TE","LA",0,0,15
"235","00-0031544","A.Cooper","WR","DAL",1,11,16
"236","00-0034383","D.Schultz","TE","DAL",0,0,16
"237","00-0031544","A.Cooper","WR","DAL",0,0,16
"238","00-0030431","R.Woods","WR","LA",0,0,16
"239","00-0031544","A.Cooper","WR","DAL",1,11,16
"240","00-0031544","A.Cooper","WR","DAL",1,14,16
"241","00-0034383","D.Schultz","TE","DAL",0,0,16
"242","00-0036358","C.Lamb","WR","DAL",1,2,16
"243","00-0033908","C.Kupp","WR","LA",1,15,15
"244","00-0033110","T.Higbee","TE","LA",1,15,15
"245","00-0033045","E.Elliott","RB","DAL",1,2,15
"246","00-0031544","A.Cooper","WR","DAL",0,0,16
"247","00-0031544","A.Cooper","WR","DAL",1,5,16
"248","00-0031544","A.Cooper","WR","DAL",1,7,16
"249","00-0031544","A.Cooper","WR","DAL",1,4,16
"250","00-0034383","D.Schultz","TE","DAL",0,0,16
"251","00-0031544","A.Cooper","WR","DAL",0,0,16
"252","00-0034764","M.Gallup","WR","DAL",0,0,16
"253","00-0033293","A.Jones","RB","GB",1,6,14
"254","00-0031381","D.Adams","WR","GB",1,7,14
"255","00-0034521","A.Lazard","WR","GB",1,9,10
"256","00-0033948","J.Williams","RB","GB",1,15,14
"257","00-0033948","J.Williams","RB","GB",1,-1,14
"258","00-0033293","A.Jones","RB","GB",1,-1,14
"259","00-0033293","A.Jones","RB","GB",0,0,14
"260","00-0030035","A.Thielen","WR","MIN",1,7,15
"261","00-0030035","A.Thielen","WR","MIN",1,25,15
"262","00-0031381","D.Adams","WR","GB",1,14,14
"263","00-0031381","D.Adams","WR","GB",1,12,14
"264","00-0031381","D.Adams","WR","GB",1,7,14
"265","00-0031381","D.Adams","WR","GB",1,10,14
"266","00-0033293","A.Jones","RB","GB",0,0,14
"267","00-0031381","D.Adams","WR","GB",0,0,14
"268","00-0031381","D.Adams","WR","GB",1,18,14
"269","00-0036332","J.Deguara","TE","GB",1,12,2
"270","00-0033948","J.Williams","RB","GB",1,1,14
"271","00-0036332","J.Deguara","TE","GB",0,0,2
"272","00-0033948","J.Williams","RB","GB",1,6,14
"273","00-0031381","D.Adams","WR","GB",1,3,14
"274","00-0031381","D.Adams","WR","GB",1,8,14
"275","00-0031381","D.Adams","WR","GB",1,24,14
"276","00-0030035","A.Thielen","WR","MIN",0,0,15
"277","00-0030035","A.Thielen","WR","MIN",0,0,15
"278","00-0031381","D.Adams","WR","GB",0,0,14
"279","00-0034272","M.Valdes-Scantling","WR","GB",1,45,16
"280","00-0027981","K.Rudolph","TE","MIN",1,22,12
"281","00-0036322","J.Jefferson","WR","MIN",0,0,16
"282","00-0036322","J.Jefferson","WR","MIN",1,9,16
"283","00-0031381","D.Adams","WR","GB",1,8,14
"284","00-0031381","D.Adams","WR","GB",1,1,14
"285","00-0034272","M.Valdes-Scantling","WR","GB",0,0,16
"286","00-0033893","D.Cook","RB","MIN",1,-2,14
"287","00-0035006","O.Johnson","WR","MIN",1,5,16
"288","00-0034272","M.Valdes-Scantling","WR","GB",0,0,16
"289","00-0034521","A.Lazard","WR","GB",1,12,10
"290","00-0031381","D.Adams","WR","GB",1,3,14
"291","00-0034272","M.Valdes-Scantling","WR","GB",1,39,16
"292","00-0031381","D.Adams","WR","GB",1,1,14
"293","00-0035006","O.Johnson","WR","MIN",1,29,16
"294","00-0030035","A.Thielen","WR","MIN",1,37,15
"295","00-0031381","D.Adams","WR","GB",0,0,14
"296","00-0034521","A.Lazard","WR","GB",1,38,10
"297","00-0033293","A.Jones","RB","GB",1,1,14
"298","00-0034521","A.Lazard","WR","GB",1,4,10
"299","00-0030035","A.Thielen","WR","MIN",1,10,15
"300","00-0033893","D.Cook","RB","MIN",0,0,14
"301","00-0034970","I.Smith","TE","MIN",1,11,13
"302","00-0036322","J.Jefferson","WR","MIN",1,17,16
"303","00-0035006","O.Johnson","WR","MIN",1,22,16
"304","00-0033293","A.Jones","RB","GB",1,4,14
"305","00-0034272","M.Valdes-Scantling","WR","GB",1,6,16
"306","00-0031381","D.Adams","WR","GB",1,40,14
"307","00-0034272","M.Valdes-Scantling","WR","GB",1,6,16
"308","00-0027981","K.Rudolph","TE","MIN",1,6,12
"309","00-0034972","A.Mattison","RB","MIN",1,7,13
"310","00-0034972","A.Mattison","RB","MIN",1,9,13
"311","00-0034972","A.Mattison","RB","MIN",1,9,13
"312","00-0035006","O.Johnson","WR","MIN",0,0,16
"313","00-0034972","A.Mattison","RB","MIN",1,5,13
"314","00-0030035","A.Thielen","WR","MIN",1,12,15
"315","00-0030035","A.Thielen","WR","MIN",1,19,15
"316","00-0033127","W.Fuller","WR","HOU",0,0,11
"317","00-0032187","Da.Johnson","RB","HOU",0,0,12
"318","00-0035140","M.Hardman","WR","KC",1,6,16
"319","00-0030506","T.Kelce","TE","KC",1,11,15
"320","00-0032775","D.Robinson","WR","KC",0,0,16
"321","00-0032775","D.Robinson","WR","KC",0,0,16
"322","00-0029738","D.Fells","TE","HOU",1,12,16
"323","00-0032187","Da.Johnson","RB","HOU",1,5,12
"324","00-0033127","W.Fuller","WR","HOU",1,6,11
"325","00-0031236","B.Cooks","WR","HOU",1,11,15
"326","00-0031236","B.Cooks","WR","HOU",1,9,15
"327","00-0033040","T.Hill","WR","KC",1,7,15
"328","00-0030506","T.Kelce","TE","KC",1,15,15
"329","00-0031325","S.Watkins","WR","KC",1,10,10
"330","00-0031325","S.Watkins","WR","KC",1,13,10
"331","00-0030506","T.Kelce","TE","KC",1,2,15
"332","00-0032775","D.Robinson","WR","KC",0,0,16
"333","00-0030506","T.Kelce","TE","KC",1,6,15
"334","00-0033127","W.Fuller","WR","HOU",1,19,11
"335","00-0030506","T.Kelce","TE","KC",1,5,15
"336","00-0033040","T.Hill","WR","KC",0,0,15
"337","00-0032775","D.Robinson","WR","KC",1,4,16
"338","00-0032775","D.Robinson","WR","KC",1,9,16
"339","00-0031325","S.Watkins","WR","KC",1,9,10
"340","00-0031325","S.Watkins","WR","KC",1,2,10
"341","00-0029738","D.Fells","TE","HOU",1,7,16
"342","00-0031236","B.Cooks","WR","HOU",0,0,15
"343","00-0032187","Da.Johnson","RB","HOU",1,15,12
"344","00-0031236","B.Cooks","WR","HOU",0,0,15
"345","00-0034364","J.Akins","TE","HOU",1,20,13
"346","00-0032257","D.Johnson","RB","HOU",0,0,11
"347","00-0033127","W.Fuller","WR","HOU",0,0,11
"348","00-0031325","S.Watkins","WR","KC",0,0,10
"349","00-0031325","S.Watkins","WR","KC",1,17,10
"350","00-0030506","T.Kelce","TE","KC",1,11,15
"351","00-0033040","T.Hill","WR","KC",1,7,15
"352","00-0031325","S.Watkins","WR","KC",1,12,10
"353","00-0033040","T.Hill","WR","KC",1,14,15
"354","00-0032775","D.Robinson","WR","KC",1,7,16
"355","00-0033127","W.Fuller","WR","HOU",1,8,11
"356","00-0033127","W.Fuller","WR","HOU",1,7,11
"357","00-0031325","S.Watkins","WR","KC",1,19,10
"358","00-0036360","C.Edwards-Helaire","RB","KC",0,0,13
"359","00-0033040","T.Hill","WR","KC",1,15,15
"360","00-0033127","W.Fuller","WR","HOU",1,20,11
"361","00-0031236","B.Cooks","WR","HOU",0,0,15
"362","00-0031325","S.Watkins","WR","KC",0,0,10
"363","00-0033040","T.Hill","WR","KC",1,3,15
"364","00-0033127","W.Fuller","WR","HOU",1,10,11
"365","00-0032187","Da.Johnson","RB","HOU",1,12,12
"366","00-0033127","W.Fuller","WR","HOU",1,11,11
"367","00-0034364","J.Akins","TE","HOU",1,19,13
"368","00-0036360","C.Edwards-Helaire","RB","KC",0,0,13
"369","00-0033127","W.Fuller","WR","HOU",1,31,11
"370","00-0028002","R.Cobb","WR","HOU",1,17,10
"371","00-0028002","R.Cobb","WR","HOU",0,0,10
"372","00-0028002","R.Cobb","WR","HOU",1,6,10
"373","00-0033951","M.Mack","RB","IND",1,8,1
"374","00-0035639","P.Campbell","WR","IND",1,21,2
"375","00-0036252","M.Pittman","WR","IND",1,5,13
"376","00-0033681","K.Cole","WR","JAX",1,5,16
"377","00-0036268","L.Shenault","WR","JAX",1,4,14
"378","00-0035639","P.Campbell","WR","IND",1,18,2
"379","00-0033951","M.Mack","RB","IND",1,19,1
"380","00-0030181","J.Doyle","TE","IND",0,0,14
"381","00-0033251","Z.Pascal","WR","IND",1,6,16
"382","00-0036268","L.Shenault","WR","JAX",0,0,14
"383","00-0034777","D.Chark","WR","JAX",1,7,13
"384","00-0029608","T.Hilton","WR","IND",1,20,15
"385","00-0029608","T.Hilton","WR","IND",0,0,15
"386","00-0035639","P.Campbell","WR","IND",1,0,2
"387","00-0029608","T.Hilton","WR","IND",0,0,15
"388","00-0034777","D.Chark","WR","JAX",1,6,13
"389","00-0034367","N.Hines","RB","IND",1,6,16
"390","00-0035639","P.Campbell","WR","IND",1,17,2
"391","00-0035639","P.Campbell","WR","IND",0,0,2
"392","00-0033951","M.Mack","RB","IND",1,3,1
"393","00-0029608","T.Hilton","WR","IND",1,14,15
"394","00-0036223","J.Taylor","RB","IND",1,35,15
"395","00-0034367","N.Hines","RB","IND",1,8,16
"396","00-0036268","L.Shenault","WR","JAX",1,18,14
"397","00-0033681","K.Cole","WR","JAX",1,4,16
"398","00-0033681","K.Cole","WR","JAX",1,10,16
"399","00-0034777","D.Chark","WR","JAX",1,12,13
"400","00-0033681","K.Cole","WR","JAX",1,6,16
"401","00-0036268","L.Shenault","WR","JAX",1,15,14
"402","00-0029608","T.Hilton","WR","IND",1,11,15
"403","00-0034367","N.Hines","RB","IND",1,0,16
"404","00-0033251","Z.Pascal","WR","IND",1,12,16
"405","00-0030181","J.Doyle","TE","IND",1,12,14
"406","00-0030181","J.Doyle","TE","IND",1,9,14
"407","00-0034367","N.Hines","RB","IND",1,3,16
"408","00-0030181","J.Doyle","TE","IND",1,28,14
"409","00-0034367","N.Hines","RB","IND",1,8,16
"410","00-0033217","M.Alie-Cox","TE","IND",1,13,15
"411","00-0036223","J.Taylor","RB","IND",1,4,15
"412","00-0029608","T.Hilton","WR","IND",0,0,15
"413","00-0031951","J.O'Shaughnessy","TE","JAX",1,0,15
"414","00-0032128","C.Conley","WR","JAX",1,6,15
"415","00-0036223","J.Taylor","RB","IND",1,5,15
"416","00-0033251","Z.Pascal","WR","IND",0,0,16
"417","00-0035639","P.Campbell","WR","IND",1,3,2
"418","00-0036223","J.Taylor","RB","IND",1,17,15
"419","00-0034367","N.Hines","RB","IND",1,9,16
"420","00-0036223","J.Taylor","RB","IND",1,6,15
"421","00-0034367","N.Hines","RB","IND",1,7,16
"422","00-0035831","J.Robinson","RB","JAX",1,28,14
"423","00-0030549","T.Eifert","TE","JAX",1,8,15
"424","00-0033681","K.Cole","WR","JAX",1,22,16
"425","00-0036223","J.Taylor","RB","IND",1,0,15
"426","00-0033217","M.Alie-Cox","TE","IND",1,7,15
"427","00-0035639","P.Campbell","WR","IND",0,0,2
"428","00-0034367","N.Hines","RB","IND",1,4,16
"429","00-0029608","T.Hilton","WR","IND",1,8,15
"430","00-0035639","P.Campbell","WR","IND",1,12,2
"431","00-0036252","M.Pittman","WR","IND",1,5,13
"432","00-0029608","T.Hilton","WR","IND",0,0,15
"433","00-0035639","P.Campbell","WR","IND",0,0,2
"434","00-0029608","T.Hilton","WR","IND",0,0,15
"435","00-0033897","J.Mixon","RB","CIN",1,2,6
"436","00-0030279","K.Allen","WR","LAC",0,0,14
"437","00-0030279","K.Allen","WR","LAC",1,10,14
"438","00-0033536","M.Williams","WR","LAC",0,0,15
"439","00-0033536","M.Williams","WR","LAC",0,0,15
"440","00-0027942","A.Green","WR","CIN",1,11,16
"441","00-0035631","D.Sample","TE","CIN",1,7,16
"442","00-0027942","A.Green","WR","CIN",1,4,16
"443","00-0033460","J.Ross III","WR","CIN",1,2,3
"444","00-0033090","H.Henry","TE","LAC",1,4,14
"445","00-0030279","K.Allen","WR","LAC",0,0,14
"446","00-0033897","J.Mixon","RB","CIN",0,0,6
"447","00-0033536","M.Williams","WR","LAC",0,0,15
"448","00-0033460","J.Ross III","WR","CIN",0,0,3
"449","00-0027942","A.Green","WR","CIN",1,13,16
"450","00-0032134","C.Uzomah","TE","CIN",0,0,2
"451","00-0030279","K.Allen","WR","LAC",1,13,14
"452","00-0033090","H.Henry","TE","LAC",0,0,14
"453","00-0033536","M.Williams","WR","LAC",1,15,15
"454","00-0033090","H.Henry","TE","LAC",1,7,14
"455","00-0030456","G.Bernard","RB","CIN",1,6,16
"456","00-0033090","H.Henry","TE","LAC",1,7,14
"457","00-0028142","V.Green","TE","LAC",0,0,6
"458","00-0033536","M.Williams","WR","LAC",1,37,15
"459","00-0030279","K.Allen","WR","LAC",0,0,14
"460","00-0033090","H.Henry","TE","LAC",0,0,14
"461","00-0033090","H.Henry","TE","LAC",1,22,14
"462","00-0030456","G.Bernard","RB","CIN",1,1,16
"463","00-0032134","C.Uzomah","TE","CIN",1,5,2
"464","00-0027942","A.Green","WR","CIN",0,0,16
"465","00-0033536","M.Williams","WR","LAC",1,10,15
"466","00-0033090","H.Henry","TE","LAC",1,33,14
"467","00-0030279","K.Allen","WR","LAC",0,0,14
"468","00-0033536","M.Williams","WR","LAC",1,7,15
"469","00-0027942","A.Green","WR","CIN",1,9,16
"470","00-0033460","J.Ross III","WR","CIN",0,0,3
"471","00-0030456","G.Bernard","RB","CIN",1,4,16
"472","00-0027942","A.Green","WR","CIN",0,0,16
"473","00-0033536","M.Williams","WR","LAC",0,0,15
"474","00-0033009","T.Boyd","WR","CIN",1,11,15
"475","00-0027942","A.Green","WR","CIN",1,14,16
"476","00-0027942","A.Green","WR","CIN",0,0,16
"477","00-0033699","A.Ekeler","RB","LAC",1,3,10
"478","00-0035414","J.Guyton","WR","LAC",1,16,16
"479","00-0030279","K.Allen","WR","LAC",1,6,14
"480","00-0033009","T.Boyd","WR","CIN",0,0,15
"481","00-0030279","K.Allen","WR","LAC",1,8,14
"482","00-0033536","M.Williams","WR","LAC",0,0,15
"483","00-0033090","H.Henry","TE","LAC",0,0,14
"484","00-0032134","C.Uzomah","TE","CIN",1,15,2
"485","00-0032134","C.Uzomah","TE","CIN",1,19,2
"486","00-0030456","G.Bernard","RB","CIN",0,0,16
"487","00-0028142","V.Green","TE","LAC",1,10,6
"488","00-0033009","T.Boyd","WR","CIN",1,4,15
"489","00-0033009","T.Boyd","WR","CIN",1,8,15
